platform,year,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,game_id
3DS,2012.0,Rising Star Games,0.03,0.0,0.0,0.0,0.03,14405
PS3,2013.0,Capcom,0.0,0.0,0.03,0.0,0.03,14406
PC,2011.0,Unknown,0.0,0.02,0.0,0.01,0.03,14407
SAT,1998.0,KID,0.0,0.0,0.03,0.0,0.03,14408
DS,2009.0,Destineer,0.03,0.0,0.0,0.0,0.03,14409
PC,2005.0,Vivendi Games,0.0,0.03,0.0,0.0,0.03,14411
PS2,2009.0,AQ Interactive,0.0,0.0,0.03,0.0,0.03,14412
PSP,2011.0,Quinrose,0.0,0.0,0.03,0.0,0.03,14415
PSP,2009.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,14417
PC,2004.0,Sunflowers,0.0,0.02,0.0,0.01,0.03,14418
GEN,1994.0,Sega,0.0,0.0,0.03,0.0,0.03,14419
DS,2008.0,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,14421
PSP,2006.0,Rising Star Games,0.03,0.0,0.0,0.0,0.03,14423
PC,2009.0,Atari,0.0,0.02,0.0,0.01,0.03,14424
DS,2008.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14425
DS,2008.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14426
XB,2004.0,SCi,0.02,0.01,0.0,0.0,0.03,14427
PSP,2013.0,Alchemist,0.0,0.0,0.03,0.0,0.03,14428
PS3,2009.0,Hudson Soft,0.02,0.0,0.0,0.01,0.03,14429
DS,2008.0,Arc System Works,0.0,0.0,0.03,0.0,0.03,14431
NG,1995.0,Hudson Soft,0.0,0.0,0.03,0.0,0.03,14432
PS2,2001.0,Ubisoft,0.02,0.01,0.0,0.0,0.03,14433
PS,1998.0,Gremlin Interactive Ltd,0.02,0.01,0.0,0.0,0.03,14434
PSV,2015.0,dramatic create,0.0,0.0,0.03,0.0,0.03,14435
DS,2006.0,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,14436
PSP,2010.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,14437
PSP,2006.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14438
PSP,2011.0,Atlus,0.0,0.0,0.03,0.0,0.03,14439
PSV,2015.0,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,14440
PSV,2015.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,14441
GBA,2006.0,Nintendo,0.0,0.0,0.03,0.0,0.03,14443
PSP,2012.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,14444
PS3,2010.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,14445
PS,1999.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14446
DS,2011.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14447
PS2,2008.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,14448
PS2,2007.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14449
GC,2003.0,Atlus,0.02,0.01,0.0,0.0,0.03,14451
DS,2010.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14452
DS,2011.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14453
PSP,2007.0,Atari,0.03,0.0,0.0,0.0,0.03,14454
PS,1997.0,JVC,0.02,0.01,0.0,0.0,0.03,14455
Wii,2011.0,Konami Digital Entertainment,0.0,0.03,0.0,0.0,0.03,14456
Wii,2008.0,Ubisoft,0.0,0.03,0.0,0.0,0.03,14457
DS,2008.0,Ubisoft,0.0,0.01,0.0,0.0,0.01,14457
3DS,2012.0,ChunSoft,0.0,0.0,0.03,0.0,0.03,14458
PSV,2012.0,ChunSoft,0.0,0.0,0.03,0.0,0.03,14458
DS,2008.0,SNK Playmore,0.0,0.0,0.03,0.0,0.03,14459
PS2,2005.0,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,14460
DS,2007.0,Game Factory,0.03,0.0,0.0,0.0,0.03,14461
PSP,2006.0,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,14463
PSV,2015.0,TGL,0.0,0.0,0.03,0.0,0.03,14464
PS,2001.0,Encore,0.02,0.01,0.0,0.0,0.03,14465
PSV,2016.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,14466
X360,2010.0,Sega,0.0,0.0,0.03,0.0,0.03,14467
PC,2008.0,Pinnacle,0.0,0.02,0.0,0.01,0.03,14468
PS2,2004.0,505 Games,0.01,0.01,0.0,0.0,0.03,14469
3DS,2015.0,Extreme Entertainment Group,0.02,0.0,0.01,0.0,0.03,14470
DS,2010.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14471
PSV,2014.0,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,14473
PSP,2009.0,From Software,0.0,0.0,0.03,0.0,0.03,14474
PSP,2008.0,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,14477
PS,1996.0,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,14478
GBA,2002.0,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,14479
3DS,2015.0,Intergrow,0.0,0.0,0.03,0.0,0.03,14480
PSP,2007.0,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,14481
3DS,2015.0,Activision,0.0,0.03,0.0,0.0,0.03,14482
PS4,2015.0,Activision,0.0,0.02,0.0,0.0,0.03,14482
X360,2015.0,Activision,0.0,0.02,0.0,0.0,0.03,14482
3DS,2014.0,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,14484
PS3,2014.0,Activision,0.03,0.0,0.0,0.0,0.03,14486
X360,2014.0,Activision,0.02,0.0,0.0,0.0,0.03,14486
WiiU,2014.0,Activision,0.02,0.0,0.0,0.0,0.02,14486
GBA,2004.0,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,14487
PS,2001.0,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,14488
PS2,2007.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14489
GBA,2005.0,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,14490
PSP,2010.0,Gust,0.0,0.0,0.03,0.0,0.03,14491
DS,2008.0,Rising Star Games,0.0,0.0,0.03,0.0,0.03,14492
X360,2010.0,G.Rev,0.0,0.0,0.03,0.0,0.03,14494
N64,1998.0,Infogrames,0.02,0.01,0.0,0.0,0.03,14495
N64,1999.0,Kemco,0.02,0.01,0.0,0.0,0.03,14496
N64,1998.0,Imagineer,0.02,0.01,0.0,0.0,0.03,14497
DS,2009.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14498
GBA,2003.0,Marvelous Interactive,0.02,0.01,0.0,0.0,0.03,14499
PSP,2010.0,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,14501
DS,2007.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14502
PC,2008.0,Atari,0.0,0.02,0.0,0.01,0.03,14503
DS,2010.0,Hudson Soft,0.0,0.0,0.03,0.0,0.03,14504
SNES,1995.0,Taito,0.0,0.0,0.03,0.0,0.03,14505
GBA,2005.0,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,14506
PSP,2008.0,Atari,0.03,0.0,0.0,0.0,0.03,14507
PSP,2010.0,CyberFront,0.01,0.0,0.02,0.0,0.03,14508
DS,2009.0,Sega,0.0,0.0,0.03,0.0,0.03,14509
PS3,2012.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14511
PS2,2010.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,14512
PC,2011.0,THQ,0.03,0.0,0.0,0.0,0.03,14513
PSP,2011.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,14514
SNES,1995.0,Angel Studios,0.0,0.0,0.03,0.0,0.03,14515
PS2,2009.0,Sweets,0.0,0.0,0.03,0.0,0.03,14516
PS2,2007.0,Broccoli,0.0,0.0,0.03,0.0,0.03,14517
PS,1998.0,Hudson Soft,0.02,0.01,0.0,0.0,0.03,14518
PS2,2006.0,Sega,0.0,0.0,0.03,0.0,0.03,14520
PS,1996.0,JVC,0.02,0.01,0.0,0.0,0.03,14521
DS,2009.0,Ubisoft,0.01,0.01,0.0,0.0,0.03,14522
DS,2009.0,Takara Tomy,0.0,0.0,0.03,0.0,0.03,14524
PS2,,Unknown,0.0,0.0,0.03,0.0,0.03,14525
PS,1995.0,Kokopeli Digital Studios,0.02,0.01,0.0,0.0,0.03,14526
DS,2011.0,Mastertronic,0.0,0.03,0.0,0.0,0.03,14527
Wii,2008.0,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,14528
PC,2009.0,Number None,0.0,0.02,0.0,0.01,0.03,14529
PS3,2013.0,5pb,0.0,0.0,0.03,0.0,0.03,14530
GBA,2004.0,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,14531
PS2,2008.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,14534
DS,2006.0,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,14535
GBA,2005.0,Atari,0.02,0.01,0.0,0.0,0.03,14536
X360,2011.0,Capcom,0.0,0.0,0.03,0.0,0.03,14537
GBA,2004.0,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,14539
PS,1997.0,Agetec,0.02,0.01,0.0,0.0,0.03,14540
PSP,2010.0,From Software,0.0,0.0,0.03,0.0,0.03,14541
PC,2010.0,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,14543
XB,2005.0,Global Star,0.02,0.01,0.0,0.0,0.03,14547
X360,2015.0,Little Orbit,0.0,0.03,0.0,0.0,0.03,14548
PS3,2015.0,Little Orbit,0.0,0.02,0.0,0.0,0.02,14548
3DS,2015.0,Little Orbit,0.0,0.02,0.0,0.0,0.02,14548
PSP,2008.0,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,14549
DS,2010.0,Nexon,0.0,0.0,0.03,0.0,0.03,14551
PSV,2015.0,Sega,0.0,0.0,0.03,0.0,0.03,14552
PS3,2011.0,Black Bean Games,0.0,0.02,0.0,0.01,0.03,14554
Wii,2011.0,Black Bean Games,0.0,0.02,0.0,0.0,0.03,14554
X360,2011.0,Black Bean Games,0.0,0.02,0.0,0.0,0.02,14554
GBA,2005.0,Atari,0.02,0.01,0.0,0.0,0.03,14555
3DS,2013.0,Rising Star Games,0.02,0.01,0.0,0.0,0.03,14557
PCFX,1996.0,NEC,0.0,0.0,0.03,0.0,0.03,14559
PS2,2008.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14560
Wii,2010.0,Storm City Games,0.03,0.0,0.0,0.0,0.03,14561
PSV,2015.0,Compile Heart,0.0,0.0,0.03,0.0,0.03,14562
GBA,2001.0,Ubisoft,0.02,0.01,0.0,0.0,0.03,14563
PSP,2011.0,Unknown,0.0,0.0,0.03,0.0,0.03,14564
PS3,2009.0,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,14565
X360,2007.0,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02,14565
DS,2007.0,THQ,0.03,0.0,0.0,0.0,0.03,14566
DS,2010.0,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,14568
SNES,1995.0,Sunsoft,0.0,0.0,0.03,0.0,0.03,14569
PSP,2012.0,Quinrose,0.0,0.0,0.03,0.0,0.03,14570
PC,2008.0,Kalypso Media,0.0,0.02,0.0,0.0,0.03,14571
PS3,2006.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14574
PSP,2009.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14575
DS,2009.0,Square Enix,0.0,0.0,0.03,0.0,0.03,14578
DS,2012.0,Unknown,0.0,0.03,0.0,0.0,0.03,14579
PSV,2015.0,Kaga Create,0.0,0.0,0.03,0.0,0.03,14584
PS3,2015.0,Kaga Create,0.0,0.0,0.01,0.0,0.01,14584
3DS,2014.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14585
PS2,2005.0,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,14588
PC,2004.0,Electronic Arts,0.01,0.01,0.0,0.0,0.03,14589
DS,2007.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14590
PSP,2013.0,Asgard,0.0,0.0,0.03,0.0,0.03,14591
PS3,2010.0,Home Entertainment Suppliers,0.0,0.02,0.0,0.01,0.03,14594
X360,2010.0,Home Entertainment Suppliers,0.0,0.02,0.0,0.0,0.03,14594
PS,1996.0,Virgin Interactive,0.02,0.01,0.0,0.0,0.03,14595
DS,2008.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,14596
XB,2002.0,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,14597
PS2,2006.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14599
DS,2009.0,Level 5,0.0,0.0,0.03,0.0,0.03,14600
GBA,2002.0,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,14603
PSV,2015.0,dramatic create,0.0,0.0,0.03,0.0,0.03,14604
DS,2010.0,Foreign Media Games,0.03,0.0,0.0,0.0,0.03,14605
GBA,2006.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14607
DS,2009.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,14608
PSP,2012.0,BushiRoad,0.0,0.0,0.03,0.0,0.03,14609
DS,2006.0,505 Games,0.03,0.0,0.0,0.0,0.03,14610
PSP,2010.0,Sting,0.0,0.0,0.03,0.0,0.03,14611
3DS,2016.0,Rocket Company,0.0,0.0,0.03,0.0,0.03,14613
PSP,2006.0,Codemasters,0.03,0.0,0.0,0.0,0.03,14614
DS,2010.0,Alchemist,0.0,0.0,0.03,0.0,0.03,14615
GBA,2003.0,THQ,0.02,0.01,0.0,0.0,0.03,14616
3DS,2016.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14617
PSV,2014.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14618
PSV,2015.0,5pb,0.0,0.0,0.03,0.0,0.03,14619
PS3,2011.0,Unknown,0.0,0.0,0.03,0.0,0.03,14620
X360,2011.0,Microsoft Game Studios,0.03,0.0,0.0,0.0,0.03,14622
Wii,2010.0,Nordcurrent,0.02,0.0,0.0,0.0,0.03,14623
PS,2000.0,Titus,0.02,0.01,0.0,0.0,0.03,14624
X360,2010.0,Cave,0.0,0.0,0.03,0.0,0.03,14627
GBA,2006.0,Nintendo,0.0,0.0,0.03,0.0,0.03,14629
XB,2002.0,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,14631
PS2,2002.0,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,14631
PSP,2010.0,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,14632
PS2,2006.0,Broccoli,0.0,0.0,0.03,0.0,0.03,14633
PC,2015.0,Rondomedia,0.0,0.03,0.0,0.0,0.03,14634
DS,2010.0,Nintendo,0.0,0.02,0.0,0.0,0.03,14635
GBA,2002.0,ESP,0.0,0.0,0.03,0.0,0.03,14636
PC,2016.0,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,14638
PSP,2005.0,Idea Factory,0.03,0.0,0.0,0.0,0.03,14639
PSP,2010.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,14640
XB,2004.0,Ubisoft,0.02,0.01,0.0,0.0,0.03,14641
PC,2004.0,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02,14641
X360,2011.0,Mastertronic,0.0,0.03,0.0,0.0,0.03,14642
PSV,2016.0,Unknown,0.0,0.0,0.03,0.0,0.03,14643
XB,2003.0,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,14644
PC,2011.0,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03,14645
DS,2009.0,Sega,0.0,0.0,0.03,0.0,0.03,14647
Wii,2009.0,Zoo Games,0.03,0.0,0.0,0.0,0.03,14648
PC,2012.0,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03,14649
PSV,2015.0,TGL,0.0,0.0,0.03,0.0,0.03,14650
DS,2009.0,Level 5,0.0,0.0,0.03,0.0,0.03,14651
PSP,2010.0,SNK Playmore,0.0,0.0,0.03,0.0,0.03,14652
PSP,2011.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,14654
PC,2010.0,Funcom,0.0,0.02,0.0,0.0,0.03,14656
PC,2004.0,Electronic Arts,0.0,0.02,0.0,0.0,0.03,14658
PS,2000.0,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03,14659
PSP,2011.0,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,14660
PSP,2013.0,Broccoli,0.0,0.0,0.03,0.0,0.03,14661
GBA,2005.0,THQ,0.02,0.01,0.0,0.0,0.03,14663
SNES,1994.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14664
DS,2005.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14665
PC,2006.0,Ubisoft,0.0,0.02,0.0,0.0,0.03,14666
PS2,2008.0,Tryfirst,0.0,0.0,0.03,0.0,0.03,14667
DS,2007.0,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,14672
PC,2006.0,Deep Silver,0.0,0.02,0.0,0.0,0.03,14673
PSP,2011.0,FuRyu,0.0,0.0,0.03,0.0,0.03,14674
PS2,2009.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,14675
PSP,2011.0,Alchemist,0.0,0.0,0.03,0.0,0.03,14676
PSP,2010.0,Yeti,0.0,0.0,0.03,0.0,0.03,14677
PSP,2012.0,Ackkstudios,0.0,0.0,0.03,0.0,0.03,14678
DS,2008.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,14680
PS3,2012.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14681
PS4,2016.0,Activision,0.02,0.0,0.0,0.01,0.03,14683
XOne,2016.0,Activision,0.02,0.0,0.0,0.0,0.02,14683
DS,2012.0,Avanquest Software,0.0,0.02,0.0,0.0,0.03,14684
DS,2006.0,Success,0.0,0.0,0.03,0.0,0.03,14685
GC,2005.0,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,14686
PSV,2015.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,14688
PSP,2015.0,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,14688
PSV,2011.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,14689
PC,2001.0,Strategy First,0.0,0.02,0.0,0.0,0.03,14691
Wii,2009.0,Storm City Games,0.03,0.0,0.0,0.0,0.03,14692
Wii,2011.0,7G//AMES,0.0,0.02,0.0,0.0,0.03,14693
SAT,1995.0,Sega,0.0,0.0,0.03,0.0,0.03,14694
PSV,2016.0,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,14695
PSV,2013.0,CyberFront,0.0,0.0,0.03,0.0,0.03,14697
PC,2008.0,Ubisoft,0.0,0.02,0.0,0.0,0.03,14698
GBA,,Unknown,0.02,0.01,0.0,0.0,0.03,14699
PSP,2007.0,Midway Games,0.02,0.0,0.0,0.0,0.03,14700
PC,2010.0,Unknown Publisher,0.0,0.03,0.0,0.0,0.03,14701
3DS,2015.0,Rocket Company,0.0,0.0,0.03,0.0,0.03,14702
DS,2006.0,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,14703
PC,2011.0,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,14704
DS,2008.0,Nobilis,0.0,0.02,0.0,0.0,0.03,14706
PS3,2009.0,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,14707
PS2,2008.0,GN Software,0.0,0.0,0.03,0.0,0.03,14709
PSP,2011.0,Alchemist,0.0,0.0,0.03,0.0,0.03,14710
X360,2011.0,Capcom,0.0,0.0,0.03,0.0,0.03,14711
PC,2008.0,Deep Silver,0.0,0.02,0.0,0.01,0.03,14712
PS,1998.0,Empire Interactive,0.02,0.01,0.0,0.0,0.03,14713
PS2,2005.0,Yuke's,0.01,0.01,0.0,0.0,0.03,14715
PSP,2011.0,Asgard,0.0,0.0,0.03,0.0,0.03,14716
DS,2009.0,RTL,0.03,0.0,0.0,0.0,0.03,14717
PS,1997.0,Psygnosis,0.02,0.01,0.0,0.0,0.03,14718
XB,2003.0,Capcom,0.02,0.01,0.0,0.0,0.03,14719
Wii,2007.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14720
PSP,2011.0,Alchemist,0.0,0.0,0.03,0.0,0.03,14722
PS2,2007.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14723
PC,2011.0,Paradox Interactive,0.0,0.02,0.0,0.0,0.03,14724
GC,2003.0,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,14726
XB,2003.0,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,14726
DS,2012.0,Easy Interactive,0.0,0.02,0.0,0.0,0.03,14729
PSP,2011.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,14730
PC,2006.0,NCSoft,0.0,0.02,0.0,0.01,0.03,14732
GBA,2002.0,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,14734
Wii,2009.0,Deep Silver,0.0,0.02,0.0,0.0,0.03,14735
DS,2007.0,Rising Star Games,0.03,0.0,0.0,0.0,0.03,14736
DS,2009.0,Creative Core,0.0,0.0,0.03,0.0,0.03,14737
DS,2011.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14738
DS,2007.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14739
PSP,2009.0,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,14742
PSP,2009.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,14743
SAT,1995.0,Taito,0.0,0.0,0.03,0.0,0.03,14744
PC,2003.0,Atari,0.0,0.02,0.0,0.01,0.03,14746
PSP,2009.0,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,14747
PS2,2001.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14748
PSP,2012.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14749
PS3,2012.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14751
PS2,2006.0,Tecmo Koei,0.01,0.01,0.0,0.0,0.03,14752
GC,2003.0,Capcom,0.01,0.0,0.01,0.0,0.03,14753
PS2,2007.0,Banpresto,0.0,0.0,0.03,0.0,0.03,14754
PSP,2009.0,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,14756
Wii,2009.0,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,14756
PSV,2015.0,Arc System Works,0.02,0.0,0.0,0.01,0.03,14757
PS3,2015.0,Arc System Works,0.01,0.0,0.0,0.0,0.02,14757
PS,1995.0,Seta Corporation,0.0,0.0,0.03,0.0,0.03,14759
PS4,2015.0,FuRyu Corporation,0.02,0.0,0.0,0.01,0.03,14760
PS2,2006.0,Yuke's,0.0,0.0,0.03,0.0,0.03,14761
GBA,2003.0,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,14762
Wii,2011.0,Zoo Games,0.02,0.0,0.0,0.0,0.03,14764
PS2,2006.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14768
3DS,2013.0,Arc System Works,0.0,0.0,0.03,0.0,0.03,14769
PC,2007.0,Electronic Arts,0.01,0.01,0.0,0.0,0.03,14770
PSP,2012.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,14773
PS2,2006.0,Atlus,0.0,0.0,0.03,0.0,0.03,14774
DS,2006.0,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03,14775
GBA,2003.0,Sega,0.02,0.01,0.0,0.0,0.03,14776
DS,2009.0,Russel,0.0,0.0,0.03,0.0,0.03,14778
3DS,2016.0,Sega,0.02,0.0,0.0,0.0,0.03,14779
PS,1996.0,Psygnosis,0.01,0.01,0.0,0.0,0.03,14782
PC,2004.0,Atari,0.0,0.02,0.0,0.0,0.03,14783
PC,2010.0,DTP Entertainment,0.0,0.02,0.0,0.01,0.03,14784
PS2,2004.0,Capcom,0.01,0.01,0.0,0.0,0.03,14785
PC,2006.0,Electronic Arts,0.0,0.02,0.0,0.0,0.03,14786
DS,2007.0,Capcom,0.0,0.0,0.03,0.0,0.03,14787
PS,1997.0,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,14789
PS,1995.0,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.03,14790
PS2,2001.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14793
PS2,2002.0,BAM! Entertainment,0.0,0.0,0.03,0.0,0.03,14794
PSV,2014.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,14795
Wii,2009.0,505 Games,0.02,0.0,0.0,0.0,0.03,14798
DS,2009.0,505 Games,0.01,0.0,0.0,0.0,0.02,14798
PC,2005.0,NCSoft,0.02,0.0,0.0,0.0,0.03,14799
PSP,2010.0,Prototype,0.0,0.0,0.03,0.0,0.03,14800
PSP,2010.0,Irem Software Engineering,0.0,0.0,0.03,0.0,0.03,14802
DS,2007.0,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,14804
PS3,2012.0,Compile Heart,0.0,0.0,0.03,0.0,0.03,14806
PS,1997.0,Virgin Interactive,0.01,0.01,0.0,0.0,0.03,14807
DS,2008.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,14808
SNES,1995.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,14810
X360,2011.0,Mastertronic,0.0,0.02,0.0,0.0,0.03,14812
PSV,2015.0,FuRyu,0.0,0.0,0.03,0.0,0.03,14813
PS4,2016.0,Capcom,0.0,0.0,0.03,0.0,0.03,14814
PS3,2016.0,Capcom,0.0,0.0,0.02,0.0,0.02,14814
PSV,2015.0,TGL,0.0,0.0,0.03,0.0,0.03,14816
PS,1999.0,Interplay,0.01,0.01,0.0,0.0,0.03,14818
3DS,2014.0,Activision,0.02,0.0,0.0,0.0,0.03,14819
DS,2007.0,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03,14820
WiiU,2013.0,Little Orbit,0.02,0.0,0.0,0.0,0.03,14821
3DS,2013.0,Little Orbit,0.0,0.02,0.0,0.0,0.02,14821
GBA,2005.0,Game Factory,0.02,0.01,0.0,0.0,0.03,14822
DS,2009.0,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.03,14824
GBA,2005.0,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,14827
PC,2007.0,Microsoft Game Studios,0.0,0.02,0.0,0.01,0.03,14828
3DS,2015.0,Alchemist,0.0,0.0,0.03,0.0,0.03,14831
PS2,2005.0,505 Games,0.01,0.01,0.0,0.0,0.03,14832
PSV,2014.0,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03,14833
DS,2008.0,Vir2L Studios,0.02,0.0,0.0,0.0,0.03,14834
GBA,2006.0,Eidos Interactive,0.02,0.01,0.0,0.0,0.03,14835
DS,2008.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,14836
Wii,2008.0,Metro 3D,0.02,0.0,0.0,0.0,0.03,14838
PC,2005.0,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03,14839
DS,2009.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,14840
XB,2006.0,Groove Games,0.02,0.01,0.0,0.0,0.03,14841
PS2,2005.0,Success,0.01,0.01,0.0,0.0,0.03,14842
DS,2010.0,Ubisoft,0.02,0.0,0.0,0.0,0.03,14843
PC,2005.0,Vivendi Games,0.0,0.02,0.0,0.0,0.03,14844
PS2,2008.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,14845
PS2,2006.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,14846
PC,2011.0,Unknown,0.0,0.02,0.0,0.0,0.03,14847
PSV,2012.0,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,14849
